movie_id,title,release_date,popularity,score_average,overview,poster_path,genres,director,actors
136799,트롤,2016-10-13,41.017,6.7,모두가 행복한 트롤 왕국의 긍정공주 '파피'. 노래와 춤이 끊이지 않던 트롤 왕국에 우울종결자 '버겐'이 쳐들어온다! '파피'는 '버겐'에게 납치된 친구들을 구하기 위해 걱정병 친구 '브랜치'와 함께 위험천만한 모험을 떠난다. 사사건건 충돌하는 '파피'와 '브랜치'는 힘겹게 버겐 타운에 도착하는데...,/hmSqWEsIz3kH2Oyaf9L5LzTY2xP.jpg,"10751, 16, 14, 12, 35, 10402",Jeffrey Katzenberg,"Anna Kendrick, Justin Timberlake, Zooey Deschanel, Russell Brand, James Corden"
572802,아쿠아맨과 로스트 킹덤,2023-12-20,41.011,0.0,,/c5j0o2oMo0uuKTXv08exBObALPM.jpg,"28, 12, 14",Don Burgess,"Jason Momoa, Nicole Kidman, Amber Heard, Patrick Wilson, Yahya Abdul-Mateen II"
348350,한 솔로: 스타워즈 스토리,2018-05-15,40.981,6.6,"코렐리아 행성에서 노예처럼 일하던 빈민가의 청년 한은 사랑하는 키라와 함께 행성을 탈출할 기회를 노리고 있다. 우주 최고의 파일럿이 되기를 꿈꾸지만 현실은 못된 악당에게 붙들려 밀수꾼 노릇을 하는 중. 우여곡절 끝에 행성을 탈출하지만 키라와 생이별을 하게 된 한은 우주를 떠돌다가 츄바카, 랜도, 베킷 등을 만나 엄청난 가치를 지닌 우주 자원 탈취 작전을 공모하게 된다. 파일럿이 되어 키라 곁으로 돌아갈 궁리만 하던 한의 계획은 드라이덴 보스의 등장과 함께 꼬여만 가는데...",/5p67JC9EbzqeCZ3Ah7ZIiNxrbDG.jpg,"878, 12, 28",George Lucas,"Alden Ehrenreich, Joonas Suotamo, Woody Harrelson, Emilia Clarke, Donald Glover"
672582,딥 하우스,2021-06-30,40.97,6.2,"프랑스의 외딴 호수에서 다이빙을 하던 중, 수중 탐사 영상 전문 유튜버 커플이 깊은 물 속에 잠겨 있는 집을 발견한다. 집 내부를 탐험하다 곧 그 집이 흉악한 범죄 현장이었다는 것을 알게 되고 집 밖으로 나가려 시도하지만 상황은 점점 악몽으로 변해간다. 산소 잔량은 위험 수위까지 떨어지고, 그들은 집에 다른 누군가가 있다는 것을 깨닭게 되는데...",/52E0LGcMKHOO91P4j6hdHKVwITP.jpg,27,Louis Leterrier,"James Jagger, Camille Rowe, Eric Savin, Carolina Massey, Alexis Servaes"
76589,저스티스 리그: 둠,2012-02-28,40.968,7.4,"영원히 죽지 않는 능력을 갖고 수세기 동안 살아온 악당이 저스티스 리그를 제압하기 위해 숙적들을 모아 둠을 조직하고, 마치 모두의 약점을 꿰뚫고 있는 것처럼 하나 둘씩 불능의 상태로 몰아 넣는다. 과연 그들은 어떻게 저스티스 리그의 약점을 찾아낸 것이며, 대체 그 목적은 무엇인가.",/seCbcjdZYUl8SRKjeWfyi2ngzFj.jpg,"28, 16, 878",Alan Burnett,"Kevin Conroy, Tim Daly, Susan Eisenberg, Michael Rosenbaum, Carl Lumbly"
375355,데스 콜,2016-10-22,40.941,6.2,"술에 취해 장난 전화를 하던 샘과 브래디에게 걸려온 낯선 남자의 전화.  ""이 전화를 끊는 순간, 네가 아는 모두가 죽는다.""  자신들과 똑같은 수법으로 장난 전화를 하는 낯선 남자에게 장난으로 응대하던 그들은  브래디의 부모님이 납치된 영상이 펼쳐지자 심각성을 깨닫기 시작한다.  이윽고 두 사람은 낯선 남자가 시키는 대로  저질러선 안 되는 일을 저지르기 시작하는데...",/cuPWO6Hg1JgxekRE8i4fcspiIcT.jpg,"27, 53",Peter Pedrero,"Gregg Sulkin, Sienna Guillory, Garrett Clayton, Robert Goodman, Chris Wilson"
353486,쥬만지: 새로운 세계,2017-12-09,40.934,6.8,"학교 창고를 청소하다가 낡은 ‘쥬만지’ 비디오 게임을 발견한 네 명의 아이들. 게임 버튼을 누르는 순간 화면 속으로 빨려 들어가버렸다! 거대한 몸집의 고고학자 닥터 브레이브스톤(드웨인 존슨)으로 변한 공부벌레 스펜서, 슈퍼 여전사 루비 라운드하우스(카렌 길런)가 된 운동신경 제로 마사, 저질체력의 동물학 전문가 무스 핀바(케빈 하트)가 된 예비 풋볼선수 프리지, 중년의 지도 연구학 교수 셸리 오베론(잭 블랙)으로 변해버린 SNS 중독 퀸카 베서니까지. 이들은 자신의 아바타가 가진 능력으로 게임 속 세계를 구하는 미션을 수행하고 현실로 돌아가야만 하는데….",/11x6lYvl0jwKPzsGZCVDGO961fa.jpg,"12, 28, 35, 14",Jeanne McCarthy,"Dwayne Johnson, Kevin Hart, Jack Black, Karen Gillan, Rhys Darby"
335977,인디아나 존스: 운명의 다이얼,2023-06-28,40.926,0.0,전설적인 모험가이자 고고학자 인디아나 존스가 운명의 다이얼을 찾기 위해 또 한 번 새로운 모험에 뛰어드는 액션 어드벤처,/8DzQfAOf0DHXdXHFUNofEqZGRwp.jpg,"12, 28",George Lucas,"Harrison Ford, Phoebe Waller-Bridge, Mads Mikkelsen, Antonio Banderas, John Rhys-Davies"
50544,프렌즈 위드 베네핏,2011-07-21,40.908,6.7,타고난 감각의 잘 나가는 아트디렉터 딜런은 헤드헌터 제이미의 제안을 받고 뉴욕으로 와 패션매거진 GQ의 아트디렉터가 된다. 이 인연으로 만난 둘은 비슷한 생각과 취미로 장난스럽고 유쾌한 친구 사이가 된다. 사랑이 귀찮다는 점에서 마음이 맞는 둘은 좋은 친구 사이를 유지한다. 하지만 본능적으로 섹스가 아쉬우면서도 친구 사이로 머뭇거리던 이들 관계는 점점 더 수위가 높아지면서 잠자리를 할 것인지에 대한 선택의 기로에 서게 된다. 과연 친구 사이에 섹스는 허용되는가… 또한 하는 순간 정말 우정은 끝인 것일까?,/dBWXSaB9hWbjBWv50J1D45m9Q70.jpg,"10749, 35",Tia Nolan,"Justin Timberlake, Mila Kunis, Jenna Elfman, Patricia Clarkson, Woody Harrelson"
62,2001 스페이스 오디세이,1968-04-02,40.902,8.1,"인류에게 문명의 지혜를 가르쳐 준 검은 돌기둥의 정체를 밝히기 위해서 디스커버리호의 선장 보우만과 승무원 풀은 목성을 향해서 날아간다. 하지만 평온하던 디스커버리호에 갑자기 재난이 찾아온다. 우주선 내부에서 일어난 재난은 컴퓨터 HAL이 반란을 일으킨 것. HAL은 풀을 우주선 밖으로 던져버리고, 보우만까지도 모선 밖으로 끌어내지만 그는 필사의 노력으로 HAL을 제압한다. 보우만은 마침내 목성 궤도에서 문제의 검은 돌기둥을 발견하지만, 그 순간 우주의 급류에 휘말리게 된다. 보우만은 지구로의 귀환을 위해 노력하고, 신비한 시간의 흐름을 경험하는데...",/2qJjH5mYNlGPdVrPqfEq1J6Mgb4.jpg,"878, 9648, 12",Stanley Kubrick,"Keir Dullea, Gary Lockwood, William Sylvester, Douglas Rain, Daniel Richter"
50723,나루토 질풍전 극장판 4기 - 더 로스트 타워,2010-07-31,40.87,7.0,"그 야망을 저지하라!  호카게 츠나데로부터 임무를 받은 나루토는 사쿠라, 야마토와 함께 도망친 닌자 무카데를 쫓아 모래에 가려져있는 폐가 ‘로우란’에 도착한다.  무카데가 노리는 것은 로우란의 지하에 잠들어 있는 ‘용맥’. 결판을 내기 위해 폐허 속 깊은 곳으로 향하는 나루토.  하지만, 무카데에 의해 봉인이 풀린 ‘용맥’의 힘에 삼켜져 버리고 마는데…",/kMKhM7RUhA4j3yH9oTi1FN8cZJE.jpg,"12, 28, 16",Toshihiko Masuda,"Junko Takeuchi, Kazuhiko Inoue, Toshiyuki Morikawa, Chie Nakamura, Satoshi Hino"
638507,드래곤 길들이기: 홈커밍,2019-10-25,40.833,8.1,"스노글토그에 히컵과 투슬리스, 라이트 퓨리와 새끼들까지 모두 버크 섬에 모인다",/kXj2Qrfm994yLeuADqbOieU1mUH.jpg,"16, 14, 12, 28, 10751",Tim Johnson,"Jay Baruchel, America Ferrera, Gerard Butler, Craig Ferguson, Christopher Mintz-Plasse"
25475,팅커벨 2: 팅커벨과 잃어버린 보물,2009-09-03,40.82,6.8,"팅커벨과 요정들이 살고 있는 픽시 할로우 마을에 가을이 찾아온다. 가을 추수 때가 되면 그 계절의 신비로움은 절정에 달하는데, 올해 픽시 할로우에는 신비로운 푸른 보름달이 뜰 예정이다. 픽시 할로우 마을의 최고 재주꾼이 된 팅커벨에게 클래리언 여왕은 가을 축제에 푸른 보름달을 맞이할 새로운 가을 홀을 만들 것을 주문한다. 홀이란 바로 월장석을 얹어 놓을 수 있는 성스러운 지지대.",/6tNldk2zPUzXVKkU9aeirM9Wotu.jpg,"16, 10751, 12, 14",John Lasseter,"Mae Whitman, Jesse McCartney, Jane Horrocks, Lucy Liu, Raven-Symoné"
1359,아메리칸 사이코,2000-04-13,40.797,7.4,"모든 것에 최고와 최상을 추구하는 패트릭 베이트만. 하버드 MBA출신의 그는 합병회사의 최고경영자이다. 최고급 브랜드의 옷을 입고, 최고급 향수를 뿌리며 아무나 예약할 수 없는 최고급 식당에서 식사를 즐긴다. 패트릭은 자신보다 더 잘나가는 폴이에게 적대감을 느끼고 그를 자신의 집으로 불러들여 살인을 저지른다. 곧 일상으로 복귀한 패트릭은 간밤의 살인은 까맣게 잊은 듯 하다. 그러나 사실 그는 살인에서 묘한 쾌감을 얻었다. 죄책감없이 일상으로 완벽하게 복귀한 듯 보이지만, 그는 어느 새 다른 대상을 물색하는 자신을 본다.",/ix9Q7d4IQ329yhsBo7lZ9n9EgIb.jpg,"53, 18, 80",Suzanne Crowley,"Christian Bale, Willem Dafoe, Jared Leto, Josh Lucas, Samantha Mathis"
13448,천사와 악마,2009-05-13,40.785,6.7,"세계 최대의 과학연구소 ‘CERN’(유럽 원자핵 공동 연구소)에서 우주 탄생을 재현하는 빅뱅 실험이 진행되고 실험을 통해 강력한 에너지원인 반물질 개발에 성공하지만 과학자가 살해되고 반물질이 사라지는 사건이 발생한다.  한편, 하버드대 종교기호학 교수 로버트 랭던(톰 행크스)은 교황청으로부터 의문의 사건과 관련된 암호 해독을 의뢰받는다. 새로운 교황을 선출하는 고대의식인 ‘콘클라베’가 집행되기 전, 가장 유력한 4명의 교황 후보가 납치되고 교황청에 비밀결사 일루미나티의 상징인 앰비그램이 나타난 것. 500년만에 부활한 일루미나티는 4명의 교황 후보를 한 시간에 한 명씩 살해하고 마지막에는 CERN에서 탈취한 반물질로 바티칸을 폭파시킬 것이라며 카톨릭 교회를 위협한다.  사건을 해결하기 위해 로마 바티칸에 도착한 로버트 랭던과 비토리아는 곳곳에 숨겨져 있는 일루미나티의 단서를 파헤치며 그들의 근거지로 향하는 ‘계몽의 길’ 추적에 나서는데…",/vsFzsh4ozewRyTzPY0LlI4r31EI.jpg,"53, 9648",Hans Zimmer,"Tom Hanks, Ewan McGregor, Ayelet Zurer, Stellan Skarsgård, Pierfrancesco Favino"
736545,연애 빠진 로맨스,2021-11-24,40.779,6.6,"일도 연애도 마음대로 되지 않는 스물아홉 자영, 전 남친과의 격한 이별 후 호기롭게 연애 은퇴를 선언했지만 참을 수 없는 외로움에 못 이겨 최후의 보루인 데이팅 어플로 상대를 검색한다. 일도 연애도 호구 잡히기 일쑤인 서른셋 우리, 뒤통수 제대로 맞은 연애의 아픔도 잠시  편집장으로부터 19금 칼럼을 떠맡게 되고 데이팅 어플에 반강제로 가입하게 된다. 1도 기대하지 않았지만, 1일 차부터 둘은 서로에게 급속도로 빠져들게 되고 연애인 듯 아닌 듯 미묘한 관계 속에 누구 하나 속마음을 쉽게 터놓지 못하는데...",/hYbAzG9EZoKWjFa64XvISlQzeJ5.jpg,"10749, 35",Nam Na-young,"Jun Jong-seo, Son Suk-ku, Gong Min-jeung, Kim Seul-ki, Bae Yoo-ram"
273481,시카리오:  암살자의 도시,2015-09-17,40.754,7.4,미국과 멕시코의 국경지역 후아레즈는 멕시코 최대 마약조직의 본거지이자 온갖 범죄의 온상지. FBI 요원 케이트는 어린이 납치사건을 수사하다가 멕시코 마약 조직의 정체를 알게 되고 CIA가 계획하는 마약 조직 소탕 작전에 자원한다. 그녀는 그곳에서 작전을 이끄는 책임자 맷과 멕시코 검사 출신의 알레한드로를 만난다. 작전이 전개되면서 수사는 법의 테두리를 넘지 말아야 한다는 케이트의 정의와 원칙은 수단과 방법을 가리지 않고 임무를 완수하려는 맷과 개인적인 복수를 위해 작전에 개입한 알레한드로 때문에 흔들리는데...,/oVA4Rx01OUAYdLOiBNBPjaG7I7v.jpg,"28, 80, 53",Roger Deakins,"Emily Blunt, Benicio del Toro, Josh Brolin, Victor Garber, Jon Bernthal"
890656,벤전스,2022-02-17,40.709,5.6,"초능력을 지닌 자객 카이. 살인자를 찾아 방콕까지 날아왔다. 개인적인 복수를 위한 싸움이, 고대부터 이어져 온 위협에서 전 세계를 구하는 임무가 된다.",/3cccEF9QZgV9bLWyupJO41HSrOV.jpg,"28, 14",Tony Krantz,"Iko Uwais, Lewis Tan, Lawrence Kao, Pearl Thusi, Francesca Corney"
206647,007 스펙터,2015-10-26,40.688,6.5,"멕시코에서 일어난 폭발 테러 이후 MI6는 영국 정부에 의해 해체 위기에 놓인다. 자신의 과거와 연관된 암호를 추적하던 제임스 본드는 사상 최악의 조직 스펙터와 자신이 연관되어 있다는 사실을 알게 되고, 궁지에 몰린 MI6조차 그를 포기하면서 절체절명의 위기에 직면하는데...",/reI1K84d4lgMwfWs583PmpWQsQ5.jpg,"28, 12, 53",Thomas Newman,"Daniel Craig, Christoph Waltz, Léa Seydoux, Ralph Fiennes, Naomie Harris"
316727,더 퍼지: 심판의 날,2016-06-29,40.671,6.4,"일 년에 단 한 번, 12시간동안 무법의 광란이 펼쳐지는 ‘퍼지 데이’의 밤으로부터 벗어난 지 2년이 된 레오 반스(프랭크 그릴로). 올해 이 연례 행사는 퍼지 데이 찬반 논란으로 뜨겁게 달궈진 대통령 선거 전날 진행될 예정이다. 상원 위원인 찰리 론(엘리자베스 미첼)의 경호 대장인 레오의 미션은 그녀를 이 논란 속의 경쟁적인 선거에서 지켜내는 것이다. 그러나 배신은 그들을 어떤 도움도 얻을 수 없는 그 밤에 워싱턴 D.C.의 거리로 내몰고, 그들은 살아 남거나 죄를 위해 희생되어야 하는 운명에 처하게 된다.",/dx5pKJpGbJc9xrFQ8UR1XrrqmPj.jpg,"28, 27, 53",Terri Taylor,"Elizabeth Mitchell, Frank Grillo, Mykelti Williamson, Betty Gabriel, J. J. Soria"
1064312,Waktu Maghrib,2023-02-09,40.659,6.3,,/dR3QzFMVDIx0iqjrvubxJPaNYZk.jpg,27,Greg Arya,"Aulia Sarah, Ali Fikry, Nafiza Fatia Rani, Taskya Namya, Sadana Agung"
562,다이 하드,1988-07-15,40.649,7.8,"뉴욕 경찰관 존 맥클레인(브루스 윌리스)은 떨어져 사는 아내 홀리 (보니 델리아)를 만나기 위해 LA의 나카도미 빌딩으로 찾아간다. 그러나 파티가 한창 무르익을 무렵, 한스 그루버(알란 릭맨)가 이끄는 일단의 테러리스트들이 침입, 사장을 비롯한 파티 참석자 30여 명을 인질로 삼고 건물 금고에 소장하고 있는 돈과 보물을 손에 넣으려 한다. 최첨단 하이테크에 의해 관리되던 34층짜리 나카토미 빌딩은 통채로 테러리스트들의 수중으로 넘어가 폐쇄되고 고층 빌딩은 살벌한 생존 게임의 전쟁터로 변해가는데...",/9MPaeRkwS12glOQ818SEtnMd3XA.jpg,"28, 53",John McTiernan,"Bruce Willis, Alan Rickman, Alexander Godunov, Bonnie Bedelia, Reginald VelJohnson"
41154,맨 인 블랙 3,2012-05-23,40.633,6.5,"알 수 없는 사건으로 현실이 뒤바뀌고 외계인의 공격으로 위험에 빠진 지구. 게다가 MIB 소속 베테랑 요원 ‘케이(토미 리 존스)’는 하룻밤 사이에 감쪽같이 사라진다. 모든 것을 원래대로 되돌릴 수 있는 사건의 열쇠를 쥐고 있는 유일한 사람은 ‘케이’뿐인데…  사라진 파트너를 찾고 그동안 감춰졌던 우주의 비밀을 캐내기 위해 ‘제이(윌 스미스)’요원은 과거로 위험한 시간여행을 떠나게 되고, 그 곳에서 심하게 젊은(?) ‘케이(조쉬 브롤린)’와 마주하게 된다.  이제 이 둘은 24시간 안에 우주의 비밀을 풀고 현재로 돌아와야만 하는 MIB 사상 최고의 미션에 도전하게 되는데!",/1cmJsxjV6CaWUE3Faxpk0sIHvRd.jpg,"28, 35, 878",Steven Spielberg,"Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement, Emma Thompson"
522016,355,2022-01-05,40.515,6.1,인류를 위협하는 사상 초유의 위기 발생! 글로벌 범죄조직에 의해 전 세계 국가 시스템을 초토화시킬 일급 기밀 무기를 도난당하는 사건이 발생하고 CIA 요원 '메이슨'(제시카 차스테인)은 전 세계 최정예 블랙 에이전트를 모아 TEAM'355'를 결성한다. 하나의 목표를 위해 원팀이 된 TEAM'355'는 역대급 미션을 수행하기 위한 비공식 합동작전에 돌입하는데... 월드클래스 블랙 에이전트 TEAM'355' 드디어 그들이 움직인다!,/eslClvADdJlVcTH144efvPZAelo.jpg,"28, 53",Tim Maurice-Jones,"Jessica Chastain, Lupita Nyong'o, Penélope Cruz, Diane Kruger, Fan Bingbing"
1122493,¡Hasta la madre del Día de las Madres!,2023-05-05,40.502,7.3,,/j741ip55NOzabrllOXHJv2vpag7.jpg,35,Javier Colinas,"Gala Montes, Michel Duval, Leticia Huijara, Anette Michel, Alejandro Camacho"
359289,맛 2,2015-09-02,40.502,5.6,,/eX0Wdm9hy7qjrCSTBAX5CwdbzfC.jpg,10749,Gyeong Seok-Ho,"Go Eun-seong, Kim Soo-jeong, Zhen Yin, Lee Eun-mi, Choi Hye-ri"
336843,메이즈 러너: 데스 큐어,2018-01-10,40.491,7.1,"미스터리한 조직 ‘위키드’에게 잡힌 ‘민호’(이기홍)를 구하기 위해  ‘토마스’(딜런 오브라이언)와 러너들은 ‘위키드’의 본부가 있는 최후의 도시로 향한다.  인류의 운명이 걸린 ‘위키드’의 위험한 계획을 알게 된  ‘토마스’와 러너들은 마지막 사투를 준비하지만,  ‘토마스’는 친구와 인류의 운명 앞에서 딜레마에 빠지게 되는데…",/xTOZbj6y3sTa83YH1dx82Ev7VlA.jpg,"878, 28, 12, 53",Denise Chamian,"Dylan O'Brien, Kaya Scodelario, Thomas Brodie-Sangster, Ki Hong Lee, Rosa Salazar"
652,트로이,2004-05-03,40.481,7.1,"고대 그리스 시대, 가장 잔인하고 불운한 사랑에 빠지고 만 비련의 두 주인공 트로이의 왕자 파리스와 스파르타의 왕비 헬레네. 사랑에 눈 먼 두 남녀는 트로이로 도주하고, 파리스에게 아내를 빼앗긴 스파르타의 왕 메넬라오스는 미케네의 왕이자 자신의 형인 아가멤논에게 복수를 부탁한다. 아가멤논은 그리스 도시 국가들을 규합해 트로이로부터 헬레네를 되찾기 위한 전쟁을 일으킨다. 그러나 전쟁의 명분은 동생의 복수였지만, 진짜 이유는 모든 도시 국가들을 통합하여 거대한 그리스 제국을 건설하려는 야심이었다.",/1TsdNMKodmOKyo4xPacxq7opo3p.jpg,"12, 36, 10752, 28",Lucinda Syson,"Brad Pitt, Orlando Bloom, Eric Bana, Brian Cox, Sean Bean"
28609,드래곤볼 Z: 데드존 (구극장판 1기),1989-07-15,40.438,6.7,"과거 지구의 신과 라이벌이었던 갈릭이라는 자가 있었다. 현재 지구의 신이 신의 후계자가 되자 갈릭은 마족을 모아 신에게 반항했다가 패배하고 300년 뒤에 돌아오겠다는 말을 남기고 사라졌다. 그 가릭의 아들인 갈릭 주니어가 드래곤볼을 모아 영원한 생명을 얻은 뒤, 세계를 지배하겠다는 야욕에 불타게 된다.  한편, 드래곤볼을 찾고 있던 갈릭의 부하들에게 손오반이 납치당했기 때문에 손오공은 오반을 찾아 갈릭의 성에 쳐들어간다.",/eyJZoifeKxHPuI4iukstBY8e2Z0.jpg,"16, 28, 14",Akira Toriyama,"Masako Nozawa, Toshio Furukawa, Hiromi Tsuru, Mayumi Tanaka, Daisuke Gôri"
801860,Historias para no contar,2022-11-25,40.419,5.7,,/DDpLKrJahb6wexz4ssAOWLZMK6.jpg,35,Andreu Rebés,"Anna Castillo, Chino Darín, Javier Rey, Àlex Brendemühl, Antonio de la Torre"
27582,메카닉,2011-01-13,40.406,6.5,아서 비숍(제이슨 스태덤)은 미국 정부의 의뢰를 받고 기술자(메카닉)로 불릴 정도로 목표물을 완벽하게 제거하는 최고의 킬러이다. 어느 날 그의 멘토이자 친한 친구인 해리(도널드 서덜랜드)가 살해되는 사건이 발생하자 그의 아들 스티븐(벤 포스터)이 아서를 찾아와 아버지에 대한 복수를 하겠다며 그에게 최고의 암살 기술을 가르켜 달라고한다. 그렇게 한 팀이 되어 사건을 해결하고 우정을 쌓아 나가지만 죽여야 할 대상이 적이 아닌 자신들이 되면서 알수 없는 위험에 빠지는데…,/oVcPBpZMfJxZeALHhsv533QTc2E.jpg,"28, 53, 80",Cathy Sandrich Gelfond,"Jason Statham, Ben Foster, Donald Sutherland, Mini Anden, Tony Goldwyn"
27066,훔쳐보기,1994-01-27,40.4,5.0,"불문학 교수인 도도는 어렸을 때부터 침실과 욕실, 부엌과 서재등에서 돈 많고 높은 신분의 아버지가 벌이는 성행각을 훔쳐보며 자랐다. 그래서인지 도도는 자신의 아내 실비아를 훔쳐보면서 즐거움을 느끼곤 한다. 실비아 역시 도도를 훔쳐보는 것을 내심 즐기곤 한다.  그런데 어느날 갑자기 실비아가 별거를 선언하고 가출한다. 도도는 아내인 실비아가 왜 가출했는지, 무엇때문에 별거를 선언했는지, 도무지 알지 못한다.  한편, 그의 의붓아버지는 실비아가 가출하기 며칠 전 엘리베이터 사고를 당해 집에서 치료를 받고 있었다. 그는 치료를 받는 와중에도 자신의 담당 간호사인 빠우스따에게 성적인 유희를 요구하고 그 대가로 돈을 지불한다. 이를 목격한 도도는 빠우스따를 훔쳐보며 그를 탐하고 싶은 충동을 느끼게 되는데...",/eJeQzXZStjafjypE2ZRLV2ON5r3.jpg,"18, 10749",Alberto Moravia,"Katarina Vasilissa, Francesco Casale, Cristina Garavaglia, Raffaella Offidani, Antonio Salines"
136797,니드 포 스피드,2014-03-12,40.309,6.4,"라이벌 ‘디노’(도미닉 쿠퍼)와의 레이스에서 사고로 친구를 잃고 누명을 쓴 채 감옥에 수감된 ‘토비’(아론 폴). 그는 가석방과 함께 복수를 계획한다. 바로 슈퍼카를 걸고 벌이는 스트리트 레이스 ‘데 리온’에서 ‘디노’를 꺾고 우승을 차지하는 것이다. 하지만 뉴욕에서 대회가 열리는 샌프란시스코까지의 거리는 4,000km, 남은 시간은 단 이틀뿐이다. 게다가 ‘디노’는 ‘토비’를 잡는 자에게 현상금을 내걸고 경찰들까지 ‘토비’의 뒤를 쫓기 시작하는데!",/8I7FXTDI3tihYmiXFmr5ET3UaaC.jpg,"28, 80, 18, 53",Ronna Kress,"Aaron Paul, Dominic Cooper, Imogen Poots, Ramón Rodríguez, Michael Keaton"
181533,박물관이 살아있다: 비밀의 무덤,2014-12-17,40.222,6.2,"밤마다 모든 것이 살아나는 뉴욕 자연사 박물관. 야간 경비원 ‘래리’(벤 스틸러)는 대통령 ‘테디 루즈벨트’(로빈 윌리엄스), 카우보이 ‘제레다야’(오웬 윌슨), 말썽꾸러기 원숭이 ‘덱스터’ 등 매일 밤 살아나는 전시물들과 함께 판타스틱한 박물관 재개장 전야 이벤트를 개최한다. 하지만 점차 마법의 기운을 잃어 가는 황금석판으로 인해 다시는 살아나지 못할 위기에 처한 그들은 황금석판의 비밀을 밝혀내기 위해 영국 런던 대영박물관으로 향하는데...",/x0fEqMh9Wu3L377PaIGAWGZUHwm.jpg,"12, 35, 14, 10751",Alan Silvestri,"Ben Stiller, Robin Williams, Owen Wilson, Steve Coogan, Ricky Gervais"
602734,스파이럴,2021-05-12,40.196,6.1,경찰서로 배달된 의문의 소포. 그리고 시작된 경찰 연쇄살인. 또 다른 살인이 시작되기 전 단서를 찾고 사건을 해결하라!,/uwfXUJuog7hRfiDrWrNC9SQJxGI.jpg,"27, 80, 9648",Chris Rock,"Chris Rock, Samuel L. Jackson, Max Minghella, Marisol Nichols, Morgan David Jones"
449443,크리미널 스쿼드,2018-01-18,40.189,6.8,나쁜 놈들을 위한 법은 필요 없다는 범죄수사대 앞에  LA를 공포에 떨게 만든 최강 은행강도 조직이 나타난다.  완벽한 행동력과 거침없는 추진력으로 무장한 그들에게  현금 수송 차량부터 연방 은행까지 털리며 속수무책인 상황.  강도단을 쓸어버리려는 범죄수사대와 두려울 것 없는 은행강도 조직의  피할 수 없는 대결이 펼쳐진다!  시원하게 털거나 화끈하게 잡거나!,/qAODUK5F0uRSuDBmilSfM1Hw0LL.jpg,"28, 53, 80",Cliff Martinez,"Gerard Butler, Dawn Olivieri, O'Shea Jackson Jr., Pablo Schreiber, 50 Cent"
458305,비바리움,2019-09-07,40.144,6.1,"함께 살 곳을 찾던 ‘톰’과 ‘젬마’. 중개인으로부터 ‘욘더’라는 독특한 마을의 9호 집을 소개받는다. 똑같은 모양의 주택들이 즐비한 곳에서 알 수 없는 기묘함에 사로잡힌 순간, 중개인은 사라져 버린다. 어떤 방향으로 향해도 집 앞에 다다르는 이곳에서 우리의 선택은 없다, 오직 살아갈 뿐!",/7rmotLKRUqcslVuFXCzilXYYohF.jpg,"878, 53, 9648, 27",Kristian Eidnes Andersen,"Imogen Poots, Jesse Eisenberg, Jonathan Aris, Senan Jennings, Eanna Hardwicke"
527641,파이브 피트,2019-03-14,40.123,8.3,"같은 병을 가진 사람끼리 6피트 이상 접근해서도, 접촉도 해선 안되는 CF(낭포성 섬유증)를 가진 ‘스텔라’와 ‘윌’. 첫눈에 반한 두 사람은 서로를 위해 안전거리를 유지하려고 하지만 그럴수록 더욱 빠져든다. 손을 잡을 수도 키스를 할 수도 없는 그들은 병 때문에 지켜야 했던 6피트에서 1피트 더 가까워지는 걸 선택하고 처음으로 용기를 내 병원 밖 데이트를 결심한다. 그러나 갑자기 숨을 쉬지 못하는 ‘스텔라’. ‘윌’은 그녀를 살리기 위해 안전거리를 어기게 되는데…",/8bXlrAzTJKwedmUDKBhiaU7OkqW.jpg,"10749, 18",Walter Spencer,"Haley Lu Richardson, Cole Sprouse, Moisés Arias, Kimberly Hebert Gregory, Parminder Nagra"
960096,El monte,2022-08-18,40.107,6.7,,/xlwt27iWubh6DEiQhc3kyVMjCU5.jpg,53,Federico Rotstein,"Gustavo Garzón, Juan Barberini, Gabriela Pastor, Mauricio Vila, Ema Cuañeri"
339964,발레리안: 천 개 행성의 도시,2017-07-20,40.084,6.6,"수천 종의 외계종족이 평화롭게 살고 있는 28세기의 우주. 에이전트 발레리안과 로렐린에게 30년 전 사라진 행성 뮐의 마지막 남은 컨버터를 되찾아 오라는 미션이 내려진다. 그들은 키리안 행성에서 컨버터가 거래되고 있다는 정보를 입수하지만, 뜻하지 않게 외계종족의 표적이 되어버린다. 가까스로 컨버터를 구출해 낸 그들은 우주수호부의 본거지 알파로 향하고, 제한된 시간 안에 평화를 위협하는  레드존에 진입해 위협 요소를 제거해야 하는 새로운 임무를 받게 된다. 하지만 이 모든 사건이 자신들이 구출한 컨버터와 연계되어 있다는 사실을 알게 되는데...",/2evxLMkx7oDnwxjoz3zF0Vd1Cea.jpg,"12, 878, 28",Luc Besson,"Dane DeHaan, Cara Delevingne, Clive Owen, Rihanna, Ethan Hawke"
844396,The Friendship Game,2022-11-11,40.048,5.4,,/qXaJkaVTNMhrOylFi6xrWnBQGE8.jpg,"878, 27",Scooter Corkle,"Peyton List, Brendan Meyer, Kelcey Mawema, Kaitlyn Santa Juana, Dylan Schombing"
